Name,Sex,Age,Height,Team,NOC,Games,Year,Season,City,Sport,Medal,Event
WAIS Ahmad Badreddin,M,30.0,,EOR,EOR,Tokyo 2020,2020,Summer,Tokyo,Cycling Road,,
WAKELING Brandon Dean,M,27.0,,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Weightlifting,,
WAKIMOTO Yuta,M,32.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Cycling Track,,
WALCOTT Keshorn,M,28.0,,Trinidad and Tobago,TTO,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WALCOTT-NOLAN Revee,F,26.0,,Great Britain,GBR,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WALCZYKIEWICZ Marta,F,34.0,165.0,Poland,POL,Tokyo 2020,2020,Summer,Tokyo,Canoe Sprint,,
WALDMAN Dani G.,F,36.0,,Israel,ISR,Tokyo 2020,2020,Summer,Tokyo,Equestrian,,
WALE Getnet,M,21.0,,Ethiopia,ETH,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WALES Lachlan,M,24.0,179.0,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Football,,
WALIWARSHA Nimali,F,32.0,,Sri Lanka,SRI,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WALKER Kristina,F,25.0,179.0,Canada,CAN,Tokyo 2020,2020,Summer,Tokyo,Rowing,,
WALKER Kurt Anthony,M,26.0,,Ireland,IRL,Tokyo 2020,2020,Summer,Tokyo,Boxing,,
WALL Jade,F,32.0,,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Baseball/Softball,,
WALLACE Bernadette,F,32.0,186.0,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Canoe Sprint,,
WALLACE James Brodie Burns,M,22.0,195.0,Canada,CAN,Tokyo 2020,2020,Summer,Tokyo,Hockey,,
WALLACE Zachary,M,22.0,172.0,Great Britain,GBR,Tokyo 2020,2020,Summer,Tokyo,Hockey,,
WALLER Jack,M,24.0,173.0,Great Britain,GBR,Tokyo 2020,2020,Summer,Tokyo,Hockey,,
WALLI Susanne,F,25.0,,Austria,AUT,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WALRAVEN Nicole,F,27.0,,South Africa,RSA,Tokyo 2020,2020,Summer,Tokyo,Hockey,,
WALSH Julian Jrummi,M,25.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WALSH Keira,F,24.0,167.0,Great Britain,GBR,Tokyo 2020,2020,Summer,Tokyo,Football,,
WALSH Michaela,F,28.0,168.0,Ireland,IRL,Tokyo 2020,2020,Summer,Tokyo,Boxing,,
WALSHE Ellen,F,20.0,,Ireland,IRL,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
WAMBUI Leah,F,32.0,171.0,Kenya,KEN,Tokyo 2020,2020,Summer,Tokyo,Rugby Sevens,,
WAMMES Nick,M,22.0,195.0,Canada,CAN,Tokyo 2020,2020,Summer,Tokyo,Cycling Track,,
WANAMAKER Madeleine,F,26.0,180.0,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Rowing,,
WANDERS Julien,M,25.0,,Switzerland,SUI,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WANG Chunyu,F,26.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WANG Congkang,M,25.0,188.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Canoe Sprint,,
WANG Dapeng,M,25.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Archery,,
WANG Eugene,M,36.0,,Canada,CAN,Tokyo 2020,2020,Summer,Tokyo,Table Tennis,,
WANG Fan,F,27.0,188.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Beach Volleyball,,
WANG Fei,F,33.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Rowing,,
WANG Hsing-Hao,M,22.0,,Chinese Taipei,TPE,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
WANG Huan,F,24.0,184.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Water Polo,,
WANG Huijing,F,41.0,,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Table Tennis,,
WANG Jianan,M,25.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WANG Jianjiahe,F,19.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
WANG Kaihua,M,27.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WANG Kuan-Hung,M,19.0,,Chinese Taipei,TPE,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
WANG Luyao,F,23.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Shooting,,
WANG Mengjie,F,26.0,172.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Volleyball,,
WANG Na,F,27.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Hockey,,
WANG Nan,F,21.0,172.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Canoe Sprint,,
WANG Qian,F,28.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Shooting,,
WANG Qiang,F,29.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Tennis,,
WANG Qin,M,27.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WANG Ruidong,M,21.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Cycling Road,,
WANG Shanshan,F,31.0,169.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Football,,
WANG Shuang,F,26.0,165.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Football,,
WANG Siyu,F,26.0,180.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Basketball,,
WANG Tzu-Wei,M,26.0,,Chinese Taipei,TPE,Tokyo 2020,2020,Summer,Tokyo,Badminton,,
WANG Wanyu,F,24.0,170.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Rugby Sevens,,
WANG Xiaojing,F,29.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Shooting,,
WANG Xiaoxue,F,27.0,173.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Football,,
WANG Xinxin,F,23.0,192.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Beach Volleyball,,
WANG Xinyan,F,30.0,180.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Water Polo,,
WANG Yan,F,30.0,173.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Football,,
WANG Yang,M,28.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Sailing,,
WANG Yang,M,27.0,,Slovakia,SVK,Tokyo 2020,2020,Summer,Tokyo,Table Tennis,,
WANG Yanwen,F,22.0,167.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Football,,
WANG Ying,F,24.0,170.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Football,,
WANG Yi-Ta,M,30.0,,Chinese Taipei,TPE,Tokyo 2020,2020,Summer,Tokyo,Karate,,
WANG Yu,M,30.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WANG Yuanyuan,F,24.0,195.0,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Volleyball,,
WANG Zijie,M,25.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Fencing,,
WANGCHAROEN Kantaphon,M,23.0,,Thailand,THA,Tokyo 2020,2020,Summer,Tokyo,Badminton,,
WANGER Ben,M,24.0,190.0,Israel,ISR,Tokyo 2020,2020,Summer,Tokyo,Baseball/Softball,,
WANK Lukas,M,24.0,199.0,Germany,GER,Tokyo 2020,2020,Summer,Tokyo,Basketball,,
WANNE Hampus,M,28.0,185.0,Sweden,SWE,Tokyo 2020,2020,Summer,Tokyo,Handball,,
WANSER Luise,F,24.0,170.0,Germany,GER,Tokyo 2020,2020,Summer,Tokyo,Sailing,,
WARASIHA Kachakorn,F,27.0,,Thailand,THA,Tokyo 2020,2020,Summer,Tokyo,Judo,,
WARD Samuel Ian,M,31.0,178.0,Great Britain,GBR,Tokyo 2020,2020,Summer,Tokyo,Hockey,,
WARDENBURG Nout,M,24.0,186.0,Netherlands,NED,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WARDLEY Keyara,F,21.0,167.0,Canada,CAN,Tokyo 2020,2020,Summer,Tokyo,Rugby Sevens,,
WARE Pamela,F,28.0,161.0,Canada,CAN,Tokyo 2020,2020,Summer,Tokyo,Diving,,
WARREN Portious,F,25.0,,Trinidad and Tobago,TTO,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WARRER Jonas,,,,Denmark,DEN,Tokyo 2020,2020,Summer,Tokyo,,,
WARWICK Clare,F,34.0,,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Baseball/Softball,,
WASICK Katarzyna,F,29.0,,Poland,POL,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
WASSEN Christina,,,,Germany,GER,Tokyo 2020,2020,Summer,Tokyo,,,
WASSEN Elena,F,21.0,175.0,Germany,GER,Tokyo 2020,2020,Summer,Tokyo,Diving,,
WATANABE Hugh,M,23.0,206.0,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Basketball,,
WATANABE Jin,M,31.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Handball,,
WATANABE Kanako,F,25.0,167.0,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
WATANABE Kiyomi,F,25.0,,Philippines,PHI,Tokyo 2020,2020,Summer,Tokyo,Judo,,
WATANABE Kota,M,25.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Hockey,,
WATERHOUSE Jason,M,30.0,,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Sailing,,
WATKINS Chloe,,,,Ireland,IRL,Tokyo 2020,2020,Summer,Tokyo,,,
WATKINS Daniel,M,26.0,,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Canoe Slalom,,
WATNDAL Erik,M,42.0,182.0,Norway,NOR,Tokyo 2020,2020,Summer,Tokyo,Shooting,,
WATRIN Julien,M,29.0,,Belgium,BEL,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WATSON Heather,F,29.0,158.0,Great Britain,GBR,Tokyo 2020,2020,Summer,Tokyo,Tennis,,
WATSON Sage,F,27.0,,Canada,CAN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WATSON Sam,M,36.0,,Ireland,IRL,Tokyo 2020,2020,Summer,Tokyo,Equestrian,,
WATSON Tanya,F,20.0,170.0,Ireland,IRL,Tokyo 2020,2020,Summer,Tokyo,Diving,,
WATTEL Marie,F,24.0,,France,FRA,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
WATTS Caleb,M,19.0,171.0,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Football,,
WAUTERS Ann,F,41.0,195.0,Belgium,BEL,Tokyo 2020,2020,Summer,Tokyo,Basketball,,
WAWAK Bartlomiej,M,28.0,179.0,Poland,POL,Tokyo 2020,2020,Summer,Tokyo,Cycling Mountain Bike,,
WEBER Julian,M,27.0,,Germany,GER,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WEBER Marc,M,24.0,191.0,Germany,GER,Tokyo 2020,2020,Summer,Tokyo,Rowing,,
WEBER Michelle,F,25.0,,South Africa,RSA,Tokyo 2020,2020,Summer,Tokyo,Marathon Swimming,,
WEBER Philipp,M,29.0,194.0,Germany,GER,Tokyo 2020,2020,Summer,Tokyo,Handball,,
WEBSTER Rowie,F,34.0,,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Water Polo,,
WEBSTER Sam,M,30.0,,New Zealand,NZL,Tokyo 2020,2020,Summer,Tokyo,Cycling Track,,
WEDDERBURN Jordan,F,19.0,,South Africa,RSA,Tokyo 2020,2020,Summer,Tokyo,Water Polo,,
WEERTMAN Ferry,,,,Netherlands,NED,Tokyo 2020,2020,Summer,Tokyo,,,
WEGER Svenja,F,28.0,173.0,Germany,GER,Tokyo 2020,2020,Summer,Tokyo,Sailing,,
WEGMAN Martina,F,32.0,,Netherlands,NED,Tokyo 2020,2020,Summer,Tokyo,Canoe Slalom,,
WEI Mengxi,F,27.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Sailing,,
WEI Shaoxuan,M,21.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Archery,,
WEI Yongli,F,30.0,,People's Republic of China,CHN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WEIGAND Justus,M,21.0,186.0,Germany,GER,Tokyo 2020,2020,Summer,Tokyo,Hockey,,
WEIGHTMAN Lisa,F,42.0,,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WEINHOLD Steffen,M,35.0,191.0,Germany,GER,Tokyo 2020,2020,Summer,Tokyo,Handball,,
WEINSTEIN Domenic,M,27.0,187.0,Germany,GER,Tokyo 2020,2020,Summer,Tokyo,Cycling Track,,
WEIR Caroline,F,26.0,172.0,Great Britain,GBR,Tokyo 2020,2020,Summer,Tokyo,Football,,
WEIR Jillian,F,28.0,,Canada,CAN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WEIR Zane,M,26.0,,Italy,ITA,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WEIS Anna,F,23.0,175.0,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Sailing,,
WEISS Anders,M,29.0,193.0,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Rowing,,
WEISS Zack,M,29.0,190.0,Israel,ISR,Tokyo 2020,2020,Summer,Tokyo,Baseball/Softball,,
WEISZ Alison Marie,F,26.0,163.0,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Shooting,,
WELDU Nazret,F,31.0,,Eritrea,ERI,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WELLEN Niklas,M,27.0,185.0,Germany,GER,Tokyo 2020,2020,Summer,Tokyo,Hockey,,
WELTEJI Diribe,F,19.0,,Ethiopia,ETH,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WERATSCHNIG Nadine,F,23.0,,Austria,AUT,Tokyo 2020,2020,Summer,Tokyo,Canoe Slalom,,
WERRY Katrina,F,28.0,173.0,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Rowing,,
WESCHE Maddison-Lee,F,22.0,,New Zealand,NZL,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WESSOLLY Jessica-Bianca,F,25.0,,Germany,GER,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WESTBERG Johanna,F,31.0,186.0,Sweden,SWE,Tokyo 2020,2020,Summer,Tokyo,Handball,,
WESTER Tess,F,28.0,178.0,Netherlands,NED,Tokyo 2020,2020,Summer,Tokyo,Handball,,
WESTON-WEBB Tatiana,F,25.0,,Brazil,BRA,Tokyo 2020,2020,Summer,Tokyo,Surfing,,
WETTSTEIN Bryce,F,17.0,,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Skateboarding,,
WETTSTEIN Estelle,F,25.0,,Switzerland,SUI,Tokyo 2020,2020,Summer,Tokyo,Equestrian,,
WETTSTEIN Nicolas,M,40.0,,Ecuador,ECU,Tokyo 2020,2020,Summer,Tokyo,Equestrian,,
WETZLAR Peter,M,24.0,,Zimbabwe,ZIM,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
WEVERS Lieke,F,30.0,167.0,Netherlands,NED,Tokyo 2020,2020,Summer,Tokyo,Artistic Gymnastics,,
WEVERS Sanne,F,30.0,158.0,Netherlands,NED,Tokyo 2020,2020,Summer,Tokyo,Artistic Gymnastics,,
WHITE Belinda,F,33.0,,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Baseball/Softball,,
WHITE Ellen,F,32.0,170.0,Great Britain,GBR,Tokyo 2020,2020,Summer,Tokyo,Football,,
WHITE Felicity,F,21.0,167.0,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Rhythmic Gymnastics,,
WHITE Russell,M,29.0,,Ireland,IRL,Tokyo 2020,2020,Summer,Tokyo,Triathlon,,
WHITEBOOI Geronay,F,25.0,,South Africa,RSA,Tokyo 2020,2020,Summer,Tokyo,Judo,,
WHITEHEAD Emily,F,21.0,162.0,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Artistic Gymnastics,,
WHITTLE Jacob,M,17.0,,Great Britain,GBR,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
WHYTE Ronda,F,31.0,,Jamaica,JAM,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WICKI Silvan,M,26.0,,Switzerland,SUI,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WICKLER Clemens,M,26.0,190.0,Germany,GER,Tokyo 2020,2020,Summer,Tokyo,Beach Volleyball,,
WIDDICOMBE Angus,M,27.0,194.0,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Rowing,,
WIEBE Erica Elizabeth,F,32.0,,Canada,CAN,Tokyo 2020,2020,Summer,Tokyo,Wrestling,,
WIELGOSZ Anna,F,28.0,,Poland,POL,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WIENS Rylan,M,19.0,172.0,Canada,CAN,Tokyo 2020,2020,Summer,Tokyo,Diving,,
WIERLING Damian,M,25.0,,Germany,GER,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
WIERZBOWSKA Maria,F,26.0,173.0,Poland,POL,Tokyo 2020,2020,Summer,Tokyo,Rowing,,
WIESIOLEK Pawel,M,30.0,,Poland,POL,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WIESZCZEK KORDUS Agnieszka Jadwiga,F,38.0,175.0,Poland,POL,Tokyo 2020,2020,Summer,Tokyo,Wrestling,,
WIET HENIN Magda,F,26.0,,France,FRA,Tokyo 2020,2020,Summer,Tokyo,Taekwondo,,
WIFFEN Daniel,M,20.0,,Ireland,IRL,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
WIGHTMAN Jake,M,27.0,,Great Britain,GBR,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WIKSTROM Carolina,F,28.0,,Sweden,SWE,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WILANGOWSKI Mateusz,M,30.0,194.0,Poland,POL,Tokyo 2020,2020,Summer,Tokyo,Rowing,,
WILD Cassie,F,21.0,,Great Britain,GBR,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
WILIMOVSKY Jordan,M,27.0,,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Marathon Swimming,,
WILKERSON Brandie,F,29.0,178.0,Canada,CAN,Tokyo 2020,2020,Summer,Tokyo,Beach Volleyball,,
WILKES Caine Morgan,M,34.0,191.0,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Weightlifting,,
WILKINSON Callum,M,24.0,,Great Britain,GBR,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WILKINSON Hannah,F,29.0,178.0,New Zealand,NZL,Tokyo 2020,2020,Summer,Tokyo,Football,,
WILKINSON Micah,M,25.0,,New Zealand,NZL,Tokyo 2020,2020,Summer,Tokyo,Sailing,,
WILLCOX Dan,M,31.0,,New Zealand,NZL,Tokyo 2020,2020,Summer,Tokyo,Sailing,,
WILLEMSZ Debby,F,27.0,,Netherlands,NED,Tokyo 2020,2020,Summer,Tokyo,Water Polo,,
WILLETT James,M,26.0,190.0,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Shooting,,
WILLIAMS Benjamin,M,29.0,,Great Britain,GBR,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WILLIAMS Brodie Paul,M,22.0,,Great Britain,GBR,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
WILLIAMS Charity,F,25.0,164.0,Canada,CAN,Tokyo 2020,2020,Summer,Tokyo,Rugby Sevens,,
WILLIAMS Ella,F,26.0,,New Zealand,NZL,Tokyo 2020,2020,Summer,Tokyo,Surfing,,
WILLIAMS Hannah,F,23.0,,Great Britain,GBR,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WILLIAMS Jack,M,21.0,,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Archery,,
WILLIAMS Jodie,F,28.0,,Great Britain,GBR,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WILLIAMS Kendell,F,26.0,,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WILLIAMS Kevon,M,30.0,175.0,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Rugby Sevens,,
WILLIAMS Kimberly,F,33.0,,Jamaica,JAM,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WILLIAMS Lydia,F,33.0,175.0,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Football,,
WILLIAMS Mariah,F,26.0,,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Hockey,,
WILLIAMS Melissa,F,36.0,,South Africa,RSA,Tokyo 2020,2020,Summer,Tokyo,Skateboarding,,
WILLIAMS Micah,M,20.0,,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WILLIAMS Noah,M,21.0,174.0,Great Britain,GBR,Tokyo 2020,2020,Summer,Tokyo,Diving,,
WILLIAMS Ronwen,M,29.0,182.0,South Africa,RSA,Tokyo 2020,2020,Summer,Tokyo,Football,,
WILLIAMS Rudolf,M,43.0,,Samoa (until 1996 Western Samoa),SAM,Tokyo 2020,2020,Summer,Tokyo,Canoe Sprint,,
WILLIAMS Sada,F,24.0,,Barbados,BAR,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WILLIAMS Sharni,F,33.0,165.0,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Rugby Sevens,,
WILLIAMSON Leah,F,24.0,170.0,Great Britain,GBR,Tokyo 2020,2020,Summer,Tokyo,Football,,
WILLIS Nick,M,38.0,,New Zealand,NZL,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WILLMOTT Aimee,F,28.0,,Great Britain,GBR,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
WILLOUGHBY Alise,F,30.0,157.0,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Cycling BMX Racing,,
WILMS Lynn,F,21.0,176.0,Netherlands,NED,Tokyo 2020,2020,Summer,Tokyo,Football,,
WILOMBE Mary,F,24.0,155.0,Zambia,ZAM,Tokyo 2020,2020,Summer,Tokyo,Football,,
WILSON Ajee,F,27.0,,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WILSON Alexis,M,25.0,177.0,Mexico,MEX,Tokyo 2020,2020,Summer,Tokyo,Baseball/Softball,,
WILSON Alicia,F,21.0,,Great Britain,GBR,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
WILSON Georgia Sydney,F,25.0,,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Hockey,,
WILSON Hayley,F,20.0,,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Skateboarding,,
WILSON Jamal,M,33.0,,Bahamas,BAH,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WILSON Julian,M,33.0,,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Surfing,,
WILSON Matthew,M,23.0,,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
WILSON Nick,M,31.0,,New Zealand,NZL,Tokyo 2020,2020,Summer,Tokyo,Hockey,,
WIMBERG Jan Niklas,M,25.0,206.0,Germany,GER,Tokyo 2020,2020,Summer,Tokyo,Basketball,,
WIMMER Carina,F,26.0,169.0,Germany,GER,Tokyo 2020,2020,Summer,Tokyo,Shooting,,
WINCHESTER Jacarra Gwenisha,F,29.0,,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Wrestling,,
WINDER Ruth,F,28.0,163.0,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Cycling Road,,
WINDFEDER Lukas,M,26.0,184.0,Germany,GER,Tokyo 2020,2020,Summer,Tokyo,Hockey,,
WINDLE Jordan,M,23.0,163.0,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Diving,,
WINGER Kara,F,35.0,,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WINKCUP Georgia,F,24.0,,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WINKEL Anastasiya,F,28.0,173.0,Germany,GER,Tokyo 2020,2020,Summer,Tokyo,Sailing,,
WINKLER Rudy,M,27.0,,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WINWOOD Alex,M,24.0,,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Boxing,,
WISKUS Shane,M,23.0,168.0,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Artistic Gymnastics,,
WLOSZCZOWSKA Maja,F,38.0,171.0,Poland,POL,Tokyo 2020,2020,Summer,Tokyo,Cycling Mountain Bike,,
WODAK Natasha,F,40.0,,Canada,CAN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WOG Kelsey Lauren,F,23.0,,Canada,CAN,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
WOJCIECHOWSKI Pawel,M,32.0,,Poland,POL,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WOJCIK Elzbieta,F,25.0,,Poland,POL,Tokyo 2020,2020,Summer,Tokyo,Boxing,,
WOLF Alex,M,24.0,200.0,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Water Polo,,
WOLF Christine,F,32.0,172.0,Austria,AUT,Tokyo 2020,2020,Summer,Tokyo,Golf,,
WOLF Justin,M,29.0,197.0,Germany,GER,Tokyo 2020,2020,Summer,Tokyo,Cycling Track,,
WOLFF Andreas,M,30.0,198.0,Germany,GER,Tokyo 2020,2020,Summer,Tokyo,Handball,,
WOLFFHARDT Viktoria,,,,Austria,AUT,Tokyo 2020,2020,Summer,Tokyo,,,
WOLFRAM Martin,M,29.0,164.0,Germany,GER,Tokyo 2020,2020,Summer,Tokyo,Diving,,
WOLVES Iris,F,27.0,,Netherlands,NED,Tokyo 2020,2020,Summer,Tokyo,Water Polo,,
WON Dujae,M,24.0,187.0,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Football,,
WON Seonpil,F,27.0,174.0,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Handball,,
WON Taein,M,21.0,183.0,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Baseball/Softball,,
WONDEMAGEGN Zerfe,F,19.0,,Ethiopia,ETH,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WONG Chun Ting,M,30.0,,"Hong Kong, China",HKG,Tokyo 2020,2020,Summer,Tokyo,Table Tennis,,
WONG Toto Kwan To,F,22.0,,"Hong Kong, China",HKG,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
WONGCHAROEN Navaphat,M,24.0,,Thailand,THA,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
WONGPIN Siwakorn,M,22.0,,Thailand,THA,Tokyo 2020,2020,Summer,Tokyo,Rowing,,
WOO Haram,M,23.0,,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Diving,,
WOO Sanghyeok,M,25.0,,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
WOOD Abbie,F,22.0,,Great Britain,GBR,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
